index_número_registro,tipo_registro,núcleo_víctima,nombre_víctima,tipo_delito,fecha_registro,directa_indirecta,fecha_acuerdo_ministerial,carpeta_investigacion,numero_anexo,numero_recomendacion,nombre_recomendacion,fecha_emision_recomendacion,derechos_violados,clave_víctima,fecha_sentencia,expediente_judicial,AlfanúmericaRegistro
396,Delito – MP,Name,Name,Type,8 de mayo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
397,Delito – MP,Name,Name,Type,8 de mayo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
398,Delito – MP,Name,Name,Type,8 de mayo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
399,Delito – MP,Name,Name,Type,8 de mayo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,Delito – MP,Name,Name,Type,8 de mayo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
401,Delito – MP,Name,Name,Type,8 de mayo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
402,Delito – MP,Name,Name,Type,8 de mayo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
403,Delito – MP,Name,Name,Type,8 de mayo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
404,Delito – MP,Name,Name,Type,8 de mayo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
405,Delito – Judicial,Name,Name,Type,NA,indirecta,NA,NA,NA,NA,NA,NA,NA,NA,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA
406,Delito – Judicial,Name,Name,Type,NA,directa,NA,NA,NA,NA,NA,NA,NA,NA,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA
407,Violación DH,Name,Name,Type,dd de mm de yy,indirecta,dd de mm de yy,NA,Anexo {1:},{1:]/{yyyy),Deaths for violence in Penitentiary Centers [Example],7 de octubre de 2019,"A) Violated righ one, B) Violated right two, C) Violated right three",víctima indirecta {1:},NA,NA,NA
408,Violación DH,Name,Name,Type,dd de mm de yy,directa,dd de mm de yy,NA,Anexo {1:},{1:]/{yyyy),On the violation of the right to movility and access to justice for not guaranteeing security [Example],7 de octubre de 2019,"A) Violated righ one, B) Violated right two, C) Violated right three",víctima directa {1:},NA,NA,NA
409,Violación DH,Name,Name,Type,dd de mm de yy,indirecta,dd de mm de yy,NA,Anexo {1:},{1:]/{yyyy),On the right of women to a life free of obstetric violence [Example],7 de octubre de 2019,"A) Violated righ one, B) Violated right two, C) Violated right three",víctima indirecta {1:},NA,NA,NA
410,Violación DH,Name,Name,Type,dd de mm de yy,directa,dd de mm de yy,NA,Anexo {1:},{1:]/{yyyy),Use of psychological torture as research tool [Example],26 de octubre de 2020,"A) Violated righ one, B) Violated right two, C) Violated right three",víctima directa {1:},NA,NA,NA
411,Violación DH,Name,Name,Type,dd de mm de yy,indirecta,dd de mm de yy,NA,Anexo {1:},{1:]/{yyyy),Torture as method of investigation in crimes of high impact [Example],26 de octubre de 2020,"A) Violated righ one, B) Violated right two, C) Violated right three",víctima indirecta {1:},NA,NA,NA
412,Violación DH,Name,Name,Type,dd de mm de yy,directa,dd de mm de yy,NA,Anexo {1:},{1:]/{yyyy),Deaths for violence in Penitentiary Centers [Example],26 de octubre de 2020,"A) Violated righ one, B) Violated right two, C) Violated right three",víctima directa {1:},NA,NA,NA
413,Violación DH,Name,Name,Type,dd de mm de yy,indirecta,dd de mm de yy,NA,Anexo {1:},{1:]/{yyyy),On the violation of the right to movility and access to justice for not guaranteeing security [Example],13 de septiembre de 2021,"A) Violated righ one, B) Violated right two, C) Violated right three",víctima indirecta {1:},NA,NA,NA
414,Violación DH,Name,Name,Type,dd de mm de yy,directa,dd de mm de yy,NA,Anexo {1:},{1:]/{yyyy),On the right of women to a life free of obstetric violence [Example],15 de diciembre de 2021,"A) Violated righ one, B) Violated right two, C) Violated right three",víctima directa {1:},NA,NA,NA
415,Violación DH,Name,Name,Type,dd de mm de yy,indirecta,dd de mm de yy,NA,Anexo {1:},{1:]/{yyyy),Use of psychological torture as research tool [Example],11 de octubre de 2022,"A) Violated righ one, B) Violated right two, C) Violated right three",víctima indirecta {1:},NA,NA,NA
416,Violación DH,Name,Name,Type,dd de mm de yy,directa,dd de mm de yy,NA,Anexo {1:},{1:]/{yyyy),Torture as method of investigation in crimes of high impact [Example],11 de octubre de 2022,"A) Violated righ one, B) Violated right two, C) Violated right three",víctima directa {1:},NA,NA,NA
417,Violación DH,Name,Name,Type,dd de mm de yy,indirecta,dd de mm de yy,NA,Anexo {1:},{1:]/{yyyy),Deaths for violence in Penitentiary Centers [Example],11 de octubre de 2022,"A) Violated righ one, B) Violated right two, C) Violated right three",víctima indirecta {1:},NA,NA,NA
418,Violación DH,Name,Name,Type,dd de mm de yy,directa,dd de mm de yy,NA,Anexo {1:},{1:]/{yyyy),On the violation of the right to movility and access to justice for not guaranteeing security [Example],11 de octubre de 2022,"A) Violated righ one, B) Violated right two, C) Violated right three",víctima directa {1:},NA,NA,NA
419,Violación DH,Name,Name,Type,dd de mm de yy,indirecta,dd de mm de yy,NA,Anexo {1:},{1:]/{yyyy),On the right of women to a life free of obstetric violence [Example],11 de octubre de 2022,"A) Violated righ one, B) Violated right two, C) Violated right three",víctima indirecta {1:},NA,NA,NA
420,Violación DH,Name,Name,Type,dd de mm de yy,directa,dd de mm de yy,NA,Anexo {1:},{1:]/{yyyy),Use of psychological torture as research tool [Example],11 de octubre de 2022,"A) Violated righ one, B) Violated right two, C) Violated right three",víctima directa {1:},NA,NA,NA
421,Violación DH,Name,Name,Type,dd de mm de yy,indirecta,dd de mm de yy,NA,Anexo {1:},{1:]/{yyyy),Torture as method of investigation in crimes of high impact [Example],11 de octubre de 2022,"A) Violated righ one, B) Violated right two, C) Violated right three",víctima indirecta {1:},NA,NA,NA
422,Violación DH,Name,Name,Type,dd de mm de yy,directa,dd de mm de yy,NA,Anexo {1:},{1:]/{yyyy),Deaths for violence in Penitentiary Centers [Example],11 de octubre de 2022,"A) Violated righ one, B) Violated right two, C) Violated right three",víctima directa {1:},NA,NA,NA
423,Violación DH,Name,Name,Type,dd de mm de yy,indirecta,dd de mm de yy,NA,Anexo {1:},{1:]/{yyyy),On the violation of the right to movility and access to justice for not guaranteeing security [Example],11 de octubre de 2022,"A) Violated righ one, B) Violated right two, C) Violated right three",víctima indirecta {1:},NA,NA,NA
424,Violación DH,Name,Name,Type,dd de mm de yy,directa,dd de mm de yy,NA,Anexo {1:},{1:]/{yyyy),On the right of women to a life free of obstetric violence [Example],30 de agosto de 2023,"A) Violated righ one, B) Violated right two, C) Violated right three",víctima directa {1:},NA,NA,NA
425,Violación DH,Name,Name,Type,dd de mm de yy,indirecta,dd de mm de yy,NA,Anexo {1:},{1:]/{yyyy),Use of psychological torture as research tool [Example],30 de agosto de 2023,"A) Violated righ one, B) Violated right two, C) Violated right three",víctima indirecta {1:},NA,NA,NA
426,Violación DH,Name,Name,Type,dd de mm de yy,directa,dd de mm de yy,NA,Anexo {1:},{1:]/{yyyy),Torture as method of investigation in crimes of high impact [Example],30 de agosto de 2023,"A) Violated righ one, B) Violated right two, C) Violated right three",víctima directa {1:},NA,NA,NA
427,Violación DH,Name,Name,Type,dd de mm de yy,indirecta,dd de mm de yy,NA,Anexo {1:},{1:]/{yyyy),Deaths for violence in Penitentiary Centers [Example],21 de octubre de 2022,"A) Violated righ one, B) Violated right two, C) Violated right three",víctima indirecta {1:},NA,NA,NA
428,Violación DH,Name,Name,Type,dd de mm de yy,directa,dd de mm de yy,NA,Anexo {1:},{1:]/{yyyy),On the violation of the right to movility and access to justice for not guaranteeing security [Example],27 de octubre de 2023,"A) Violated righ one, B) Violated right two, C) Violated right three",víctima directa {1:},NA,NA,NA
429,Delito – MP,Name,Name,Type,8 de mayo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
430,Delito – MP,Name,Name,Type,8 de mayo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
431,Delito – MP,Name,Name,Type,8 de mayo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
432,Delito – MP,Name,Name,Type,16 de mayo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
433,Delito – MP,Name,Name,Type,16 de mayo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
434,Delito – MP,Name,Name,Type,20 de mayo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
435,Delito – MP,Name,Name,Type,20 de mayo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
436,Delito – MP,Name,Name,Type,20 de mayo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
437,Delito – MP,Name,Name,Type,20 de mayo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
438,Delito – MP,Name,Name,Type,20 de mayo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
439,Delito – MP,Name,Name,Type,20 de mayo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,Delito – MP,Name,Name,Type,20 de mayo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
441,Delito – MP,Name,Name,Type,20 de mayo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,Delito – MP,Name,Name,Type,20 de mayo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
443,Delito – MP,Name,Name,Type,20 de mayo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
444,Delito – MP,Name,Name,Type,20 de mayo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
445,Delito – MP,Name,Name,Type,20 de mayo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
446,Delito – MP,Name,Name,Type,20 de mayo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
447,Delito – MP,Name,Name,Type,20 de mayo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
448,Delito – MP,Name,Name,Type,20 de mayo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
449,Delito – MP,Name,Name,Type,20 de mayo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,Delito – MP,Name,Name,Type,20 de mayo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
451,Delito – MP,Name,Name,Type,20 de mayo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
452,Delito – MP,Name,Name,Type,20 de mayo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,Delito – MP,Name,Name,Type,20 de mayo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
454,Delito – MP,Name,Name,Type,20 de mayo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
455,Delito – MP,Name,Name,Type,20 de mayo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
456,Delito – MP,Name,Name,Type,20 de mayo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
457,Delito – MP,Name,Name,Type,20 de mayo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,Delito – MP,Name,Name,Type,20 de mayo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
459,Delito – MP,Name,Name,Type,20 de mayo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
460,Delito – MP,Name,Name,Type,20 de mayo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
461,Delito – MP,Name,Name,Type,20 de mayo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
462,Delito – MP,Name,Name,Type,20 de mayo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
463,Delito – MP,Name,Name,Type,20 de mayo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,Delito – MP,Name,Name,Type,20 de mayo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,Delito – MP,Name,Name,Type,20 de mayo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,Delito – MP,Name,Name,Type,20 de mayo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
467,Delito – MP,Name,Name,Type,20 de mayo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,Delito – MP,Name,Name,Type,20 de mayo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
469,Delito – MP,Name,Name,Type,20 de mayo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,Delito – MP,Name,Name,Type,20 de mayo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,Delito – MP,Name,Name,Type,20 de mayo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,Delito – MP,Name,Name,Type,20 de mayo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
473,Delito – MP,Name,Name,Type,20 de mayo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,Delito – MP,Name,Name,Type,20 de mayo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
475,Delito – MP,Name,Name,Type,20 de mayo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,Delito – MP,Name,Name,Type,20 de mayo de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,Delito – MP,Name,Name,Type,20 de mayo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,Violación DH,Name,Name,Type,dd de mm de yy,directa,dd de mm de yy,NA,Anexo {1:},{1:]/{yyyy),Torture as method of investigation in crimes of high impact [Example],26 de septiembre de 2019,"A) Violated righ one, B) Violated right two, C) Violated right three",víctima directa {1:},NA,NA,NA
479,Violación DH,Name,Name,Type,dd de mm de yy,indirecta,dd de mm de yy,NA,Anexo {1:},{1:]/{yyyy),Deaths for violence in Penitentiary Centers [Example],13 de noviembre de 2020,"A) Violated righ one, B) Violated right two, C) Violated right three",víctima indirecta {1:},NA,NA,NA
485,Delito – MP,Name,Name,Type,4 de junio de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,Delito – MP,Name,Name,Type,4 de junio de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,Delito – MP,Name,Name,Type,4 de junio de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,Delito – MP,Name,Name,Type,4 de junio de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
489,Delito – MP,Name,Name,Type,4 de junio de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,Delito – MP,Name,Name,Type,4 de junio de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
491,Delito – MP,Name,Name,Type,4 de junio de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,Delito – MP,Name,Name,Type,4 de junio de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,Delito – MP,Name,Name,Type,4 de junio de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,Delito – MP,Name,Name,Type,4 de junio de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
495,Delito – MP,Name,Name,Type,4 de junio de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,Delito – MP,Name,Name,Type,8 de mayo de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
497,Delito – MP,Name,Name,Type,4 de junio de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,Delito – MP,Name,Name,Type,4 de junio de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,Delito – MP,Name,Name,Type,4 de junio de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,Delito – MP,Name,Name,Type,4 de junio de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
501,Delito – MP,Name,Name,Type,4 de junio de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,Delito – MP,Name,Name,Type,4 de junio de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
503,Delito – MP,Name,Name,Type,4 de junio de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
504,Delito – MP,Name,Name,Type,4 de junio de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
505,Delito – MP,Name,Name,Type,20 de junio de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
506,Delito – MP,Name,Name,Type,20 de junio de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
507,Delito – MP,Name,Name,Type,20 de junio de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
508,Delito – MP,Name,Name,Type,20 de junio de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
509,Delito – MP,Name,Name,Type,20 de junio de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
510,Delito – MP,Name,Name,Type,20 de junio de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
511,Delito – MP,Name,Name,Type,20 de junio de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
512,Delito – MP,Name,Name,Type,20 de junio de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
513,Delito – MP,Name,Name,Type,20 de junio de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
514,Delito – MP,Name,Name,Type,20 de junio de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
515,Delito – MP,Name,Name,Type,20 de junio de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
516,Delito – MP,Name,Name,Type,27 de junio de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
517,Delito – MP,Name,Name,Type,27 de junio de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
518,Delito – MP,Name,Name,Type,27 de junio de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
519,Delito – MP,Name,Name,Type,27 de junio de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
520,Delito – MP,Name,Name,Type,27 de junio de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
521,Delito – MP,Name,Name,Type,27 de junio de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
522,Delito – MP,Name,Name,Type,27 de junio de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
523,Delito – MP,Name,Name,Type,27 de junio de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
524,Delito – MP,Name,Name,Type,27 de junio de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
525,Delito – MP,Name,Name,Type,27 de junio de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
526,Delito – MP,Name,Name,Type,27 de junio de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
527,Delito – MP,Name,Name,Type,27 de junio de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
528,Delito – MP,Name,Name,Type,27 de junio de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
529,Delito – MP,Name,Name,Type,27 de junio de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
530,Delito – MP,Name,Name,Type,27 de junio de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
531,Delito – MP,Name,Name,Type,27 de junio de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
532,Delito – MP,Name,Name,Type,27 de junio de 2024,indirecta,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
533,Delito – MP,Name,Name,Type,27 de junio de 2024,directa,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
534,Delito – Judicial,Name,Name,Type,NA,indirecta,NA,NA,NA,NA,NA,NA,NA,NA,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA
535,Delito – Judicial,Name,Name,Type,NA,directa,NA,NA,NA,NA,NA,NA,NA,NA,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA
536,Delito – Judicial,Name,Name,Type,NA,indirecta,NA,NA,NA,NA,NA,NA,NA,NA,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA
537,Delito – Judicial,Name,Name,Type,NA,directa,NA,NA,NA,NA,NA,NA,NA,NA,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA
538,Delito – Judicial,Name,Name,Type,NA,indirecta,NA,NA,NA,NA,NA,NA,NA,NA,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA
539,Delito – Judicial,Name,Name,Type,NA,directa,NA,NA,NA,NA,NA,NA,NA,NA,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA
540,Delito – Judicial,Name,Name,Type,NA,indirecta,NA,NA,NA,NA,NA,NA,NA,NA,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA
541,Delito – Judicial,Name,Name,Type,NA,directa,NA,NA,NA,NA,NA,NA,NA,NA,dd de mm de yy,ALPHANUMERIC/KEY/YEAR,NA
542,Violación DH,Name,Name,Type,dd de mm de yy,indirecta,dd de mm de yy,NA,Anexo {1:},{1:]/{yyyy),Use of psychological torture as research tool [Example],26 de septiembre de 2019,"A) Violated righ one, B) Violated right two, C) Violated right three",víctima directa {1:},NA,NA,NA
